found_date,id,title,company,location,created,salary_min,salary_max,category,url
2026-06-28,5779880661,Machine Learning Systems Engineer,Tether Operations Limited,UK,2026-06-28,71425.26,71425.26,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5779880661?utm_medium=api&utm_source=bce444a8
2026-06-28,5779623709,"Research Engineer, AI Systems / LLM Agents",Career Moves Group,"London, UK",2026-06-28,93600,93600,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5779623709?utm_medium=api&utm_source=bce444a8
2026-06-28,5779992260,AI Engineer - Automation,Oscar Associates  Limited,"Leeds, West Yorkshire",2026-06-28,50000,50000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779992260?utm_medium=api&utm_source=bce444a8
2026-06-28,5779880530,AI Inference Engineer QVAC (100% remote Worldwide),Tether Operations Limited,UK,2026-06-28,53642.89,53642.89,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779880530?utm_medium=api&utm_source=bce444a8
2026-06-28,5779854543,AI and Digital Solutions Engineer,TrustFlight,"Binfield, Bracknell",2026-06-28,46747.04,46747.04,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779854543?utm_medium=api&utm_source=bce444a8
2026-06-28,5779623446,SWET-Software Engineer in Test 3 (6-9 Years),TRINNOVO GROUP LTD,UK,2026-06-28,91000,104000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779623446?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604422,Solutions Engineer - Cloud & AI Infrastructure,Cisco,"Glasgow, Scotland",2026-06-28,64996.3,64996.3,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604422?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604434,Solutions Engineer - Cloud & AI Infrastructure,Cisco,"Reading, Berkshire",2026-06-28,68722.95,68722.95,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604434?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604401,Solutions Engineer - Cloud & AI Infrastructure,Cisco,"Birmingham, West Midlands",2026-06-28,66118.77,66118.77,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604401?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604399,Solutions Engineer - Cloud & AI Infrastructure,Cisco,"Manchester, Greater Manchester",2026-06-28,66444.55,66444.55,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604399?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604406,Solutions Engineer - Cloud & AI Infrastructure,Cisco,"Feltham, London",2026-06-28,71928.63,71928.63,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604406?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604396,Solutions Engineer - Cloud & AI Infrastructure,Cisco,"London, UK",2026-06-28,70313.16,70313.16,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604396?utm_medium=api&utm_source=bce444a8
2026-06-28,5779604402,"Associate Solutions Engineer - CSAP - London, UK",Cisco,"London, UK",2026-06-28,52834.66,52834.66,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779604402?utm_medium=api&utm_source=bce444a8
2026-06-28,5779603034,"Forward Deployed AI Integrator , Field Engineering",Amazon,"London, UK",2026-06-28,50081.04,50081.04,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5779603034?utm_medium=api&utm_source=bce444a8
2026-06-28,5780210010,GI Europe New Business Sales Specialist - Financials,S&P Global,"London, UK",2026-06-28,58382.5,58382.5,Sales Jobs,https://www.adzuna.co.uk/jobs/details/5780210010?utm_medium=api&utm_source=bce444a8
2026-06-28,5780183398,AI Specialist,Homes England,"Newcastle Upon Tyne, Tyne & Wear",2026-06-28,65000,65000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5780183398?utm_medium=api&utm_source=bce444a8
2026-06-28,5779882036,Freelance Technology Facilitator (EMEA/Middle East),Decoded Limited,UK,2026-06-28,33584.94,33584.94,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5779882036?utm_medium=api&utm_source=bce444a8
2026-06-28,5779858928,Freelance Technology Facilitator (North America),Decoded Limited,UK,2026-06-28,30934.08,30934.08,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5779858928?utm_medium=api&utm_source=bce444a8
2026-06-28,5779652848,Information Data Architect,Peregrine,"Blackpool Airport, Blackpool",2026-06-28,75000,75000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5779652848?se=nDcTgvly8RGiVqWJe_bADg&utm_medium=api&utm_source=bce444a8&v=BD574F838EFF5A5AD3A8258FC086E57DE882762F
2026-06-28,5779607583,AI Researcher,American Express,"London, UK",2026-06-28,76173.76,76173.76,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5779607583?utm_medium=api&utm_source=bce444a8
2026-06-28,5779606911,Statistical Programmer,IQVIA,"London, UK",2026-06-28,40489.12,40489.12,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5779606911?utm_medium=api&utm_source=bce444a8
2026-06-28,5779606921,Statistical Programmer,IQVIA,"Reading, Berkshire",2026-06-28,39573.41,39573.41,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5779606921?utm_medium=api&utm_source=bce444a8
2026-06-28,5779602304,Customer IT Support Desk Agent,Acron Aviation,"Whiteley, Fareham",2026-06-28,44776.61,44776.61,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779602304?utm_medium=api&utm_source=bce444a8
2026-06-28,5779605829,Sous Chef,BaxterStorey UK,"London, UK",2026-06-28,39520,39520,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5779605829?utm_medium=api&utm_source=bce444a8
2026-06-28,5779214763,"Research Engineer, Quantum Computing, DeepMind",Google,"London, UK",2026-06-27,63318.69,63318.69,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5779214763?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=CF10841D952E9C6004027CDCD9DCF682B6E095A8
2026-06-28,5779211942,Agentic AI Engineer (life sciences),Healx,"Cambridge, Cambridgeshire",2026-06-27,41919.53,41919.53,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779211942?utm_medium=api&utm_source=bce444a8
2026-06-28,5778939883,AI Integration Engineer,Bennett and Game Recruitment LTD,"Carluke, South Lanarkshire",2026-06-27,55000,55000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5778939883?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=855EBF65F34E0B3FEE3FD167295CE6BE81FA1AF4
2026-06-28,5778391782,"Research Engineer, Quantum Computing, DeepMind",Google,"London, UK",2026-06-27,55394.02,55394.02,IT Jobs,https://www.adzuna.co.uk/jobs/details/5778391782?utm_medium=api&utm_source=bce444a8
2026-06-28,5779301019,Product Engineer (hybrid/remote),Allstate Northern Ireland,"Belfast, Northern Ireland",2026-06-27,65388.54,65388.54,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5779301019?se=upxtgfly8RGiVqWJe_bADg&utm_medium=api&utm_source=bce444a8&v=1D30797A1E33883CB6D9D99A3FF4138428539905
2026-06-28,5779218806,Software Developer II,CPI Card Group,"West Pottergate, Norwich",2026-06-27,43807.78,43807.78,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779218806?utm_medium=api&utm_source=bce444a8
2026-06-28,5779216546,Master Data Management Specialist,Nebius,"London, UK",2026-06-27,53495.86,53495.86,Accounting & Finance Jobs,https://www.adzuna.co.uk/jobs/details/5779216546?utm_medium=api&utm_source=bce444a8
2026-06-28,5779216545,UI Engineer (1 year Fixed Term Contract),NICE,"London, UK",2026-06-27,50678.39,50678.39,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779216545?utm_medium=api&utm_source=bce444a8
2026-06-28,5779215772,IT Data Infrastructure Architect - VP,Morgan Stanley,"Glasgow, Scotland",2026-06-27,83055.54,83055.54,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779215772?utm_medium=api&utm_source=bce444a8
2026-06-28,5779215636,House Parent,Summer Boarding Courses,"Upper Sydenham, South East London",2026-06-27,34393.98,34393.98,Teaching Jobs,https://www.adzuna.co.uk/jobs/land/ad/5779215636?se=upxtgfly8RGiVqWJe_bADg&utm_medium=api&utm_source=bce444a8&v=DABF2B90BAEABFE89D843C9E74B768B5AE3AFA93
2026-06-28,5779214277,"Sr. Applied AI Solutions Architect, Amazon Connect",Amazon,"London, UK",2026-06-27,59841.49,59841.49,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779214277?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213642,"Technical Specialist, Claude Code",Anthropic,"London, UK",2026-06-27,180000,225000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213642?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213397,Salesforce Technical Business Analyst,Nebius,"London, UK",2026-06-27,88401.2,88401.2,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213397?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213395,Associate Engineer - Finance & People Technology,Man Group,"London, UK",2026-06-27,54786.84,54786.84,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213395?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213392,Software Engineer (E2),Wellington Computer Systems,"Belfast, Northern Ireland",2026-06-27,39227.46,39227.46,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213392?utm_medium=api&utm_source=bce444a8
2026-06-28,5779514881,Analyst - Nectar360 Supplier Analytics,Sainsbury's,"London, UK",2026-06-27,57066.25,57066.25,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779514881?utm_medium=api&utm_source=bce444a8
2026-06-28,5779514855,Analyst - Pricing & Promotions,Sainsbury's,"London, UK",2026-06-27,53799.56,53799.56,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779514855?utm_medium=api&utm_source=bce444a8
2026-06-28,5779514838,Portfolio Officer,UK Research and Innovation,"Swindon, Wiltshire",2026-06-27,33325.27,33325.27,Admin Jobs,https://www.adzuna.co.uk/jobs/details/5779514838?utm_medium=api&utm_source=bce444a8
2026-06-28,5779514857,Analyst - Commercial Analytics - SQL,Sainsbury's,"London, UK",2026-06-27,59344.38,59344.38,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779514857?utm_medium=api&utm_source=bce444a8
2026-06-28,5779409575,Maths Teacher – Fantastic Ethos School – Manchester,Marchant Recruitment,"Manchester, Greater Manchester",2026-06-27,42047.41,42047.41,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5779409575?utm_medium=api&utm_source=bce444a8
2026-06-28,5779216662,"Software Engineer, Back-End",Symphony Communication Services,"Belfast, Northern Ireland",2026-06-27,45000,60000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779216662?utm_medium=api&utm_source=bce444a8
2026-06-28,5779216304,Insights Sales Executive,dunnhumby,"London, UK",2026-06-27,50978.73,50978.73,Sales Jobs,https://www.adzuna.co.uk/jobs/details/5779216304?utm_medium=api&utm_source=bce444a8
2026-06-28,5779216294,"Marketing & Commercial Intern, 6 months",Ekimetrics,"London, UK",2026-06-27,34787.79,34787.79,"PR, Advertising & Marketing Jobs",https://www.adzuna.co.uk/jobs/details/5779216294?utm_medium=api&utm_source=bce444a8
2026-06-28,5779215503,Scientist,Cyprotex,UK,2026-06-27,37026.29,37026.29,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5779215503?utm_medium=api&utm_source=bce444a8
2026-06-28,5779215091,Global Pricing Actuary - Cyber,QBE,"London, UK",2026-06-27,71463.82,71463.82,Accounting & Finance Jobs,https://www.adzuna.co.uk/jobs/details/5779215091?utm_medium=api&utm_source=bce444a8
2026-06-28,5779214779,Junior Project Controls Data Analyst,AtkinsRéalis,"London, UK",2026-06-27,33317.26,33317.26,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5779214779?se=nDcTgvly8RGiVqWJe_bADg&utm_medium=api&utm_source=bce444a8&v=02EEB9989EC95110FBABE2C3F11D36B5F8265A67
2026-06-28,5779214528,Software Engineer - Cloud Platform (Networks),Neo4j,"London, UK",2026-06-27,55062.94,55062.94,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779214528?utm_medium=api&utm_source=bce444a8
2026-06-28,5779214096,Dex - Founding Data Scientist,Dex,"London, UK",2026-06-27,62683.68,62683.68,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5779214096?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213835,Data Scientist,Arenko,"Fleet Street, Central London",2026-06-27,56625.67,56625.67,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213835?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213597,Buyer,KLA,UK,2026-06-27,41306.2,41306.2,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5779213597?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213536,Quantitative Researcher - Commodities,DRW,"London, UK",2026-06-27,59133.38,59133.38,Accounting & Finance Jobs,https://www.adzuna.co.uk/jobs/details/5779213536?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213520,Through Life Data Exploitation Engineer,BAE Systems,"Brough, East Riding Of Yorkshire",2026-06-27,30187.19,30187.19,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213520?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213475,Forward Deployed Engineer - Software,CHAOS Industries,"London, UK",2026-06-27,51411.21,51411.21,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5779213475?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213356,Loan Syndicate Sales & Trading Analyst,BBVA,"Canary Wharf, East London",2026-06-27,69579.86,69579.86,Accounting & Finance Jobs,https://www.adzuna.co.uk/jobs/details/5779213356?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213341,Sr. AI Threat Researcher,Sophos,UK,2026-06-27,52617.19,52617.19,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779213341?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213304,"Scientist, Clinical Biomarker Laboratory, Immuno-Assays - Cell Based",ModernaTX,UK,2026-06-27,41508.35,41508.35,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5779213304?utm_medium=api&utm_source=bce444a8
2026-06-28,5779211481,Junior/Graduate Data Scientist,Friend MTS,"Deritend, Birmingham",2026-06-27,49511.93,49511.93,Graduate Jobs,https://www.adzuna.co.uk/jobs/details/5779211481?utm_medium=api&utm_source=bce444a8
2026-06-28,5779216383,"Applied Scientist II, Alexa for Shopping Science UK",Amazon,"London, UK",2026-06-27,46126.39,46126.39,IT Jobs,https://www.adzuna.co.uk/jobs/details/5779216383?utm_medium=api&utm_source=bce444a8
2026-06-28,5779213914,Higher Learning Teaching Assistant,Moorhill Primary School,"Cannock, Staffordshire",2026-06-27,30024,33700,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5779213914?utm_medium=api&utm_source=bce444a8
2026-06-28,5778920798,Software Engineer,Bytronic Vision Automation,"Blackwell, Bromsgrove",2026-06-27,35000,35000,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5778920798?utm_medium=api&utm_source=bce444a8
2026-06-28,5778411946,FE Teacher,Salutem,"Keswick, Norwich",2026-06-27,31934,31934,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5778411946?utm_medium=api&utm_source=bce444a8
2026-06-28,5778394661,"Vice President, Data Science",S&P Global,"London, UK",2026-06-27,97970.91,97970.91,IT Jobs,https://www.adzuna.co.uk/jobs/details/5778394661?utm_medium=api&utm_source=bce444a8
2026-06-28,5778390113,Commis Chef,BaxterStorey UK,"Bordesley, Birmingham",2026-06-27,27664,27664,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778390113?utm_medium=api&utm_source=bce444a8
2026-06-28,5778390047,Hospitality Assistant,BaxterStorey UK,"Bordesley, Birmingham",2026-06-27,27664,27664,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778390047?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389780,Chef De Partie - Mon to Fri - Gogarburn,BaxterStorey UK,"Hermiston, Currie",2026-06-27,0,30000,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389780?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389848,Night Chef De Partie,BaxterStorey UK,"Silverstone, Towcester",2026-06-27,41600,41600,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389848?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389894,Sous Chef - Mon to Fri - Glasgow & Edinburgh,BaxterStorey UK,"Edinburgh, Scotland",2026-06-27,0,36000,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389894?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389845,Demi Chef de Partie - Fine Dining - Mon to Fri,BaxterStorey UK,"Broadgate, Central London",2026-06-27,0,31000,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389845?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389821,Hospitality Chef De Partie - Mon to Fri - Farrington,BaxterStorey UK,"London, UK",2026-06-27,0,33000,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389821?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389788,Chef De Partie,BaxterStorey UK,"Towcester, Northamptonshire",2026-06-27,0,29000,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389788?utm_medium=api&utm_source=bce444a8
2026-06-28,5778389681,Demi Chef De Partie - Mon to Fri - Farringdon,BaxterStorey UK,"London, UK",2026-06-27,0,31000,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5778389681?utm_medium=api&utm_source=bce444a8
2026-06-28,5777968755,AI Security Engineer,Infinity Quest UK,UK,2026-06-26,109200,109200,IT Jobs,https://www.adzuna.co.uk/jobs/details/5777968755?utm_medium=api&utm_source=bce444a8
2026-06-28,5777967099,Product Engineer,Ellison Institute of Technology,"Oxford, Oxfordshire",2026-06-26,60414.57,60414.57,IT Jobs,https://www.adzuna.co.uk/jobs/details/5777967099?utm_medium=api&utm_source=bce444a8
2026-06-28,5777885544,Machine Learning Engineer,Vermelo RPO,"Manchester, Greater Manchester",2026-06-26,45791.14,45791.14,IT Jobs,https://www.adzuna.co.uk/jobs/details/5777885544?utm_medium=api&utm_source=bce444a8
2026-06-28,5777483601,Data Scientist / AI Engineer,Searchability  Ltd,"Cheltenham, Gloucestershire",2026-06-26,45000,95000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5777483601?utm_medium=api&utm_source=bce444a8
2026-06-28,5777379156,Photonic Design Engineer,Microtech Global Ltd,"Eastern England, UK",2026-06-26,56232.44,56232.44,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5777379156?utm_medium=api&utm_source=bce444a8
2026-06-28,5778139594,Psychology Teacher | Independent Day School | Dudley,Marchant Recruitment,"Dudley, West Midlands",2026-06-26,58995.88,58995.88,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5778139594?utm_medium=api&utm_source=bce444a8
2026-06-28,5777967101,Data Scientist,Oxford Dynamics,"Oxford, Oxfordshire",2026-06-26,95699.41,95699.41,IT Jobs,https://www.adzuna.co.uk/jobs/details/5777967101?utm_medium=api&utm_source=bce444a8
2026-06-28,5777922297,Proposal Writer,Braze,"London, UK",2026-06-26,78603.91,78603.91,"PR, Advertising & Marketing Jobs",https://www.adzuna.co.uk/jobs/details/5777922297?utm_medium=api&utm_source=bce444a8
2026-06-28,5777922049,Teacher of Mathematics,The Blue Coat School Basingstoke,"Basingstoke, Hampshire",2026-06-26,41622.35,41622.35,Teaching Jobs,https://www.adzuna.co.uk/jobs/land/ad/5777922049?se=mnt1g_ly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=D631215457FE32BFC87DB50FCF20372C9A223AF6
2026-06-28,5777921695,Power Platform Consultant,ANS Group Limited,UK,2026-06-26,53607.15,53607.15,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5777921695?se=mnt1g_ly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=53931122798A78723FB1B41446A4D841B767286E
2026-06-28,5777921377,"Account Executive, SMB",Braze,"London, UK",2026-06-26,66562.9,66562.9,Sales Jobs,https://www.adzuna.co.uk/jobs/details/5777921377?utm_medium=api&utm_source=bce444a8
2026-06-28,5777920247,Object Detection and Tracking Engineer,Shield AI,"London, UK",2026-06-26,81082.98,81082.98,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5777920247?utm_medium=api&utm_source=bce444a8
2026-06-28,5777747252,Data Engineer,Gold Group,"The City, Central London",2026-06-26,55000,60000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5777747252?se=mnt1g_ly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=BDF943B45F7DD611BCCE1102D204B7128CE97A9A
2026-06-28,5777623223,Research Engineer,Ellison Institute of Technology,"Oxford, Oxfordshire",2026-06-26,53140.89,53140.89,Scientific & QA Jobs,https://www.adzuna.co.uk/jobs/details/5777623223?utm_medium=api&utm_source=bce444a8
2026-06-28,5777578918,FE Teacher,Salutem Care And Education,UK,2026-06-26,31934,,Teaching Jobs,https://www.adzuna.co.uk/jobs/details/5777578918?utm_medium=api&utm_source=bce444a8
2026-06-28,5777520669,"Vice President, Data Science",S&P Global,"London, UK",2026-06-26,98058.59,98058.59,IT Jobs,https://www.adzuna.co.uk/jobs/details/5777520669?utm_medium=api&utm_source=bce444a8
2026-06-28,5777492380,Embedded Software Engineer (UAVs),Archangel Aerospace Group,"North Hinksey Village, Oxford",2026-06-26,53000,79000,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5777492380?utm_medium=api&utm_source=bce444a8
2026-06-28,5777004294,Kitchen Porter,BaxterStorey UK,"Leith, Edinburgh",2026-06-26,27955,27955,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5777004294?utm_medium=api&utm_source=bce444a8
2026-06-28,5777004329,General Assistant,BaxterStorey UK,"County Stirling, Scotland",2026-06-26,28288,28288,Hospitality & Catering Jobs,https://www.adzuna.co.uk/jobs/details/5777004329?utm_medium=api&utm_source=bce444a8
2026-06-28,5776636519,AI Engineer,RedCloud,"Barbican, Central London",2026-06-25,51068.46,51068.46,IT Jobs,https://www.adzuna.co.uk/jobs/details/5776636519?utm_medium=api&utm_source=bce444a8
2026-06-28,5776613328,Computer Vision Engineer - Graduate Considered,RedTech Recruitment Ltd,"Saffron Walden, Essex",2026-06-25,60000,60000,Graduate Jobs,https://www.adzuna.co.uk/jobs/details/5776613328?utm_medium=api&utm_source=bce444a8
2026-06-28,5776440271,Software Engineer - AI Agents,Neo4j,"London, UK",2026-06-25,45099.36,45099.36,IT Jobs,https://www.adzuna.co.uk/jobs/details/5776440271?utm_medium=api&utm_source=bce444a8
2026-06-28,5776438654,Graduate AI Engineer,Allica Bank,"Milton Keynes, Buckinghamshire",2026-06-25,30931.43,30931.43,Graduate Jobs,https://www.adzuna.co.uk/jobs/details/5776438654?utm_medium=api&utm_source=bce444a8
2026-06-28,5776431877,CNC Engineer - Setter/Operator Position,Noble Recruiting,"Pitsea, Basildon",2026-06-25,30000,35000,Engineering Jobs,https://www.adzuna.co.uk/jobs/land/ad/5776431877?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=5BFC82CEEEBADBCF1534E6FD7B69666A6DAA8ED6
2026-06-28,5776271622,Computer Vision Engineer - Graduate Considered,RedTech Recruitment Ltd,"Audley End, Saffron Walden",2026-06-25,60000,60000,Graduate Jobs,https://www.adzuna.co.uk/jobs/land/ad/5776271622?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=65B6EF33FF6C9BDA6EB6CDA35A986E50B3584886
2026-06-28,5776259661,Founding AI Engineer,Adria Solutions,"Manchester, Greater Manchester",2026-06-25,80000,110000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5776259661?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=B1597815BF700D29EC2EC0479AD05C788D6A16A7
2026-06-28,5776259636,CNC Engineer - Setter/Operator Position,Noble Recruiting,"Southend-On-Sea, Essex",2026-06-25,30000,35000,Engineering Jobs,https://www.adzuna.co.uk/jobs/land/ad/5776259636?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=E58460EEB3EE0E850B68385ED414EFC0DFBCF52B
2026-06-28,5776259624,Data Scientist / AI Engineer,Searchability NS&D,"Cheltenham, Gloucestershire",2026-06-25,45000,95000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5776259624?se=iPLHgPly8RG03p_b2NRIZw&utm_medium=api&utm_source=bce444a8&v=751CFA9D1FB52EDEED52516948116ADE8E888331
2026-06-28,5776241015,Photonic Design Engineer,Microtech Global Ltd,"Suffolk, Eastern England",2026-06-25,54969.49,54969.49,Engineering Jobs,https://www.adzuna.co.uk/jobs/details/5776241015?utm_medium=api&utm_source=bce444a8
2026-06-28,5776023136,AI Integration Engineer,Bennett and Game Recruitment LTD,"Kingsham, Chichester",2026-06-25,40000,55000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5776023136?utm_medium=api&utm_source=bce444a8
2026-06-28,5776019670,Python Developer,Information Tech Consultants,"Chalk Farm, North West London",2026-06-25,35000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/details/5776019670?utm_medium=api&utm_source=bce444a8
2026-06-28,5773684423,2xData Scientist (Supply Chain & Predictive Maintenance),Hays Specialist Recruitment Limited,UK,2026-06-23,60497.24,60497.24,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5773684423?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=693003FDD1E53C5F1A045D99E0B31AC72F8E300B
2026-06-28,5772917921,Data Science Trainee,IT Career Switch,"Birmingham, West Midlands",2026-06-22,25000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5772917921?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=145A960ABE06EC156CCF6643F59C45EF3DE33C59
2026-06-28,5772713150,Data Science Trainee,IT Career Switch,"London, UK",2026-06-22,25000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5772713150?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=A4B66854E882A22B04C4500872F6CB097B2037B6
2026-06-28,5772655893,Data Science Trainee,IT Career Switch,"Crawley, West Sussex",2026-06-22,25000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5772655893?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=B7B49D50D7D6C32DCE953DDF8157F3D1AED0E4F9
2026-06-28,5772655850,Data Science Trainee,IT Career Switch,"Warrington, Cheshire",2026-06-22,25000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5772655850?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=8437A5C5F694A3CCF73CF0E0E9C9D7F65E9D8DA7
2026-06-28,5772655815,Data Science Trainee,IT Career Switch,"Swansea, Wales",2026-06-22,25000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5772655815?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=B04A0067C22DB873AD5A89040D9B4A3F042E9456
2026-06-28,5772655791,Data Science Trainee,IT Career Switch,"Stevenage, Hertfordshire",2026-06-22,25000,45000,IT Jobs,https://www.adzuna.co.uk/jobs/land/ad/5772655791?se=YKHQgvly8RGe4ZwL0wNS6w&utm_medium=api&utm_source=bce444a8&v=A462E4A32E4AD8A7B326C01F6571631D758A65DD
